gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
1999,13022.5,9696.95,4458.05,2844.95,3,2,100,100,2,3,40,102,5691,1072,0,3631,749,9707,1,19428,-1
2000,12077.6,9696.95,4424.16,2967.35,2,2,100,100,1,3,40,114,3575,370,0,3422,1152,12063,1,18643,-1
2001,12077.6,9696.95,4379.31,3013.11,2,2,100,100,1,1,40,102,3118,193,0,1825,542,8327,1,17550,-1
2002,12077.6,9696.95,4432.59,3159.42,2,3,100,100,1,3,40,110,3082,420,0,4039,1085,12093,1,20700,-1
2003,12077.6,9696.95,4516.43,3224.57,3,2,100,100,2,3,40,114,4442,559,0,7330,1815,11490,2,20077,-1
2004,12077.6,9696.95,4399.26,3133.22,2,2,100,100,2,2,40,91,3378,735,0,2877,1068,8201,4,23444,-1
2005,11403.675,9696.95,4400.32,3177.26,2,2,100,100,1,1,40,110,4098,756,0,6248,1642,11486,1,23141,-1
2006,12477.65,5379.3,4444.72,3176.39,3,3,100,100,1,20,40,113,2885,498,0,4352,1304,10376,0,21905,-1
2007,12477.65,9601.975,4419.24,3271.67,3,3,100,100,1,3,40,94,2698,245,0,2870,891,9421,7,17892,-1
2008,13629.375,9435.675,4469.23,3261.37,3,2,100,100,1,2,40,113,3010,221,0,4337,1362,8971,0,23121,-1
2009,13629.375,9435.675,4375.94,3400.45,2,2,100,100,1,1,40,107,2628,368,0,3846,1303,8980,2,27625,-1
2010,14595.775,9435.675,4509.72,3425.24,3,2,100,100,3,1,40,116,3190,938,0,6582,1774,10351,1,20797,-1
2011,13629.375,9435.675,4556.77,3528.15,3,2,100,100,1,1,40,117,2608,274,0,3666,636,11162,2,19735,-1
2012,13629.375,5379.3,4551.54,3611.58,2,2,100,100,1,20,40,108,2842,252,0,4889,1263,9806,6,24911,-1
2013,13629.375,5186.575,4557.65,3645.08,2,2,100,100,1,20,40,112,3429,208,0,4191,1260,12046,3,20965,-1
2014,12612.075,9585.4,4514.72,3711.76,3,3,100,100,2,1,40,113,3302,691,0,5669,2010,9318,0,23138,-1
2015,16378.7,9478.5,4501.77,3767.37,3,3,100,100,1,1,40,114,2545,70,0,4077,1123,12077,1,23380,-1
2016,16378.7,9478.5,4439.22,3702.69,2,2,100,100,1,1,40,113,3229,690,0,2807,1072,12551,1,16764,-1
2017,16378.7,10232.25,4323.84,3737.13,2,3,100,100,1,3,40,98,3624,192,0,3874,1627,10814,2,25241,-1
2018,11232.2,10232.25,4245.09,3573.12,2,2,100,100,3,2,40,98,4502,603,0,4085,1954,11967,0,22549,-1
2019,11232.2,10232.25,4248.96,3448.7,2,2,100,100,3,2,40,105,3775,472,0,4665,2174,10825,2,19022,-1
2020,11232.2,10232.25,4178.22,3382.88,2,2,100,100,3,2,40,89,3154,372,0,2237,1083,9231,2,22740,-1
2021,11232.2,9478.5,4171.19,3443.68,2,2,100,100,2,1,40,93,4673,398,0,3547,1430,11003,5,15503,-1
2022,11060.875,5285.6,4218.76,3406.28,2,2,100,100,1,20,40,101,3499,566,0,3659,1010,10599,1,17583,-1
2023,11060.875,5285.6,4110.16,3434.68,2,2,100,100,1,20,40,91,4210,702,0,2652,1580,8789,0,15880,-1
2024,11060.875,5285.6,4203.04,3440.24,2,2,100,100,1,20,40,96,3552,395,0,3491,1083,10311,3,14921,-1
2025,11060.875,5285.6,4241.39,3433.6,2,2,100,100,1,20,40,103,4228,664,0,3990,1379,10235,1,14991,-1
2026,9768.275,5285.6,4179.59,3374.59,2,2,100,100,1,20,40,87,3441,373,0,1994,527,7165,0,13072,-1
2027,9768.275,5325.5,4159.61,3363.84,2,2,100,100,1,20,40,96,3736,236,0,2670,793,8454,6,16149,-1
2028,9768.275,5325.5,4136.99,3345.79,2,2,100,100,1,20,40,88,3330,381,0,2055,777,8825,2,13997,-1
2029,9768.275,5246.975,4070.16,3212.19,2,2,100,100,1,20,40,88,4897,1143,0,3276,1539,8750,5,18945,-1
2030,9768.275,5246.975,4094.11,3123.7,2,2,100,100,1,20,40,86,3526,634,0,2526,1090,8540,5,12020,-1
2031,9768.275,5246.975,4020.75,3241.61,2,2,100,100,1,20,40,90,2995,301,0,2126,1271,8741,3,9909,-1
2032,5160.975,5246.975,3950.29,3025.6,2,2,100,100,20,20,40,61,4224,372,0,1920,1224,4901,1,16180,-1
2033,9880.925,9587.925,3830.47,2994.48,3,3,100,100,1,1,40,84,3959,749,0,3136,1974,7439,3,16231,-1
2034,5165.825,9587.925,3759.45,2987.46,2,2,100,100,20,1,40,62,5292,555,0,3095,1441,6804,1,16091,-1
2035,5165.825,9587.925,3842.6,2967.18,2,2,100,100,20,1,40,79,4164,735,0,2201,824,6396,3,15791,-1
2036,5165.825,9587.925,3889.93,3114.16,2,2,100,100,20,1,40,104,3955,421,0,3524,1181,12798,3,17144,-1
2037,5165.825,9587.925,3966.59,3135.93,2,2,100,100,20,1,40,92,4221,546,0,2495,1153,8497,2,15086,-1
2038,5165.825,9587.925,3991.97,3092.06,2,2,100,100,20,1,40,87,4750,525,0,2119,1104,8102,3,14151,-1
2039,5165.825,9587.925,4026.89,3074.84,2,2,100,100,20,1,40,89,2656,307,0,3087,1147,8198,1,18579,-1
2040,5194.5,9587.925,4025.28,3215.86,2,2,100,100,20,1,40,93,2497,232,0,3276,1370,7671,4,18350,-1
2041,5194.5,9587.925,3990.06,3122.54,2,2,100,100,20,1,40,65,2519,234,0,2352,1140,6761,3,16403,-1
2042,5194.5,9587.925,3995.85,3047.38,2,2,100,100,20,1,40,77,3488,889,0,4003,1844,8722,1,25707,-1
2043,5194.5,9587.925,4009.77,3224.83,2,2,100,100,20,1,40,92,2208,80,0,3986,1793,10309,0,21930,-1
2044,5194.5,9587.925,3925.8,3261.13,2,2,100,100,20,1,40,72,3128,386,0,2752,1496,6874,3,20507,-1
2045,5222.8,5297.4,3864.75,3382.29,2,2,100,100,20,20,40,94,2030,115,0,2668,1239,8434,0,15074,-1
2046,5222.8,5297.4,3801.18,3518.81,2,2,100,100,20,20,40,103,1891,104,0,3789,2095,9194,2,22439,-1
2047,5222.8,5297.4,3816.34,3581.14,2,2,100,100,20,20,40,95,2183,314,0,3149,1080,10347,2,16419,-1
2048,5222.8,5297.4,3900.72,3666.79,2,2,100,100,20,20,40,102,1917,250,0,3175,1286,9083,2,19236,-1
2049,9606.8,10096.05,3899.47,3732.26,3,3,100,100,1,1,40,97,2524,256,0,4148,1668,7853,1,21695,-1
2050,9606.8,10107.15,3962.54,3758.45,2,3,100,100,1,3,40,108,1565,126,0,5248,2385,10822,1,18136,-1
2051,5128.125,10107.15,3823.77,3663.84,2,2,100,100,20,3,40,82,2575,152,0,4503,2445,7115,3,19555,-1
2052,17362.375,10107.15,4008.7,3679.31,3,2,100,100,1,2,40,105,2143,217,0,6363,2253,10839,1,18980,-1
2053,14066.175,10107.15,4055.11,3633.68,2,2,100,100,1,2,40,99,2032,341,0,3983,1569,8715,4,16724,-1
2054,14066.175,10107.15,4086.87,3669.34,2,2,100,100,1,2,40,105,1709,66,0,2805,1245,8949,0,14333,-1
2055,14066.175,10107.15,4204.29,3693.74,3,2,100,100,1,2,40,97,1904,161,0,4797,1234,9027,6,19528,-1
2056,14066.175,10107.15,4114.78,3608.75,2,2,100,100,1,2,40,86,2486,690,0,3485,1362,7415,1,17515,-1
2057,9254.425,10107.15,4069.77,3519.69,2,2,100,100,1,2,40,96,2085,348,0,4598,1797,8775,2,20042,-1
2058,9254.425,10107.15,4021.64,3519.41,2,2,100,100,1,2,40,78,1633,157,0,2562,1398,6246,5,19565,-1
2059,9254.425,10107.15,3999.16,3507.88,2,2,100,100,1,1,40,77,2305,172,0,3130,1054,6686,0,18918,-1
2060,14634.2,10107.15,4123.44,3596.22,3,3,100,100,1,3,40,104,1791,228,0,6375,1992,6482,1,25152,-1
2061,14634.2,9689.975,4108.52,3699.47,3,3,100,100,2,4,40,100,1403,79,0,4489,1696,8051,2,23069,-1
2062,13705.45,9689.975,4016.17,3761.46,2,2,100,100,1,4,40,103,1902,194,0,4317,1836,6917,3,24371,-1
2063,9730.5,9689.975,4045.61,3766.23,2,2,100,100,1,4,40,107,1363,126,0,4619,2098,8797,5,20074,-1
2064,11400.35,9968.0,4015.77,3728.67,3,3,100,100,1,5,40,102,1991,165,0,3857,1852,7611,3,18027,-1
2065,11400.35,9968.0,3942.53,3643.96,2,2,100,100,1,4,40,81,2295,363,0,4294,2893,5763,7,24748,-1
2066,11400.35,9968.0,3910.35,3613.23,3,3,100,100,1,5,40,91,2309,228,0,4154,1886,5855,2,21061,-1
2067,14874.05,9968.0,3938.52,3688.88,3,3,100,100,1,6,40,95,2459,469,0,4562,2068,8304,1,22020,-1
2068,14874.05,10007.8,3941.03,3624.06,3,3,100,100,1,5,40,92,2126,184,0,2991,1790,7471,5,20902,-1
2069,14874.05,10007.8,3989.23,3576.19,2,2,100,100,1,4,40,93,1520,102,0,3714,2279,6604,2,18661,-1
2070,11233.1,10007.8,3906.88,3493.91,2,2,100,100,2,4,40,81,2316,115,0,5157,3335,7159,1,21230,-1
2071,11233.1,10007.8,3826.76,3475.75,2,2,100,100,2,4,40,70,2403,132,0,3337,2709,6873,3,19275,-1
2072,11233.1,10007.8,3795.87,3409.75,2,2,100,100,2,4,40,78,2197,126,0,3354,2539,6505,2,17528,-1
2073,11233.1,10007.8,3785.41,3294.7,2,2,100,100,2,4,40,78,2100,212,0,2791,1890,5648,1,16897,-1
2074,11233.1,10007.8,3806.6,3339.02,3,2,100,100,4,4,40,92,1767,152,0,3617,2131,6312,3,18740,-1
2075,11233.1,10007.8,3693.84,3386.72,2,3,100,100,4,5,40,86,1651,253,0,4344,2797,5361,2,18216,-1
2076,10768.45,10007.8,3657.84,3371.98,2,2,100,100,3,5,40,83,1591,278,0,4464,2307,4946,6,18512,-1
2077,10768.45,9968.0,3723.15,3336.68,2,2,100,100,3,3,40,92,1242,153,0,4189,2061,6041,2,18083,-1
2078,10768.45,9512.275,3802.92,3319.6,3,2,100,100,4,2,40,87,1963,187,0,4673,1934,6782,1,18904,-1
2079,11584.325,10071.225,3966.65,3439.68,3,3,100,100,2,2,40,109,1748,145,0,6495,2566,6571,2,22035,-1
2080,11584.325,9597.375,4057.08,3528.37,3,2,100,100,2,2,40,104,1385,120,0,6593,2945,5900,0,21348,-1
2081,12738.8,10425.05,3990.97,3545.58,3,3,100,100,1,2,40,84,2201,228,0,4383,2205,5982,1,18809,-1
2082,12738.8,10425.05,3901.14,3471.35,3,2,100,100,1,2,40,75,759,41,0,6324,2779,3951,10,22183,-1
2083,12738.8,9597.375,3930.45,3366.53,3,2,100,100,1,2,40,74,1108,84,0,6964,3016,3257,0,24469,-1
2084,12738.8,9597.375,3875.04,3289.48,3,2,100,100,1,2,40,72,1864,127,0,5185,2410,5423,3,22512,-1
2085,12738.8,9597.375,3789.12,3250.22,2,2,100,100,1,2,40,72,1380,53,0,4270,1959,3623,1,19696,-1
2086,12738.8,8765.9,3741.64,3151.66,2,2,100,100,1,1,40,78,2080,184,0,7046,2490,3785,2,23576,-1
2087,13191.325,10203.775,3851.37,3251.15,3,3,100,100,3,2,40,86,1501,184,0,6256,2174,4357,4,17261,-1
2088,14486.0,10203.775,3973.59,3370.16,3,3,100,100,1,3,40,80,1656,229,0,6791,2013,4398,12,20501,-1
2089,14486.0,10203.775,4020.3,3423.77,2,2,100,100,1,3,40,83,2123,59,0,3556,1861,6645,1,15045,-1
2090,16480.65,10203.775,4100.66,3391.79,3,2,100,100,1,3,40,88,1683,201,0,7512,2624,5491,2,23838,-1
2091,16480.65,10203.775,3991.06,3497.52,2,2,100,100,1,2,40,98,1999,192,0,6142,3224,6979,1,22283,-1
2092,16480.65,9757.375,3916.33,3402.86,2,2,100,100,1,1,40,96,1670,357,0,6888,2895,6450,4,24514,-1
2093,16480.65,5288.525,3971.1,3376.63,3,2,100,100,1,20,40,95,1047,95,0,8084,3100,3966,4,23799,-1
2094,16480.65,5288.525,4093.71,3361.37,3,2,100,100,1,20,40,97,1379,178,0,6240,2064,5662,2,18357,-1
2095,16480.65,9511.95,4230.1,3231.46,3,3,100,100,1,1,40,97,1886,290,0,8854,2329,3834,21,19400,-1
2096,17480.15,9925.05,4189.35,3219.34,3,3,100,100,1,2,40,93,1519,477,0,9559,2933,3998,14,23991,-1
2097,17480.15,9791.65,4247.63,3286.05,3,3,100,100,1,2,40,96,1802,152,0,8691,2508,4541,1,25666,-1
2098,17480.15,9791.65,4391.71,3408.22,3,3,100,100,1,3,40,105,1520,207,0,6461,1728,9101,2,18255,-1
2099,17480.15,9791.65,4331.35,3484.95,3,3,100,100,1,3,40,95,2268,309,0,8526,2642,6022,3,23883,-1
2100,14601.275,9791.65,4242.37,3465.06,2,2,100,100,1,2,40,89,1762,224,0,6847,2295,6133,1,24037,-1
2101,14601.275,9791.65,4243.98,3397.09,2,2,100,100,1,2,40,93,1042,292,0,8515,2546,2913,0,21540,-1
2102,12872.9,9836.375,4261.44,3430.68,3,3,100,100,3,3,40,100,1168,324,0,9498,2528,4316,4,24198,-1
2103,12235.025,9836.375,4202.65,3426.85,3,3,100,100,2,3,40,82,1527,391,0,7971,2354,3844,1,21094,-1
2104,12103.925,9836.375,4191.71,3436.04,3,2,100,100,1,2,40,106,1316,415,0,10958,2763,4525,7,21059,-1
2105,12103.925,9836.375,4218.45,3470.83,3,3,100,100,3,4,40,93,1247,367,0,9716,2739,2804,9,24033,-1
2106,12103.925,9949.325,4265.44,3521.76,3,3,100,100,3,4,40,105,926,273,0,8824,2093,5145,2,23162,-1
2107,15343.1,9949.325,4308.05,3513.5,3,3,100,100,3,4,40,91,935,304,0,8983,1944,2630,37,24238,-1
2108,15343.1,9841.25,4359.87,3567.21,2,2,100,100,3,3,40,99,862,211,0,9370,2523,6213,3,20259,-1
2109,14916.125,9841.25,4498.89,3504.13,3,2,100,100,2,3,40,87,942,208,0,9124,2487,4215,10,20532,-1
2110,14667.0,9958.3,4590.87,3496.94,3,3,100,100,1,6,40,114,1419,571,0,9462,2231,5000,4,21563,-1
2111,14804.725,9841.25,4690.38,3511.1,3,3,100,100,2,6,40,102,1022,257,0,9775,1934,5427,0,20025,-1
2112,14804.725,9841.25,4582.15,3547.16,3,3,100,100,3,5,40,88,1179,382,0,7934,1830,5253,12,19186,-1
2113,14667.0,9841.25,4576.91,3509.43,3,3,100,100,3,6,40,107,755,277,0,10108,2129,3468,1,18706,-1
2114,14057.45,9841.25,4528.94,3542.82,2,2,100,100,4,5,40,100,1306,267,0,8118,1953,6589,1,20643,-1
2115,14057.45,9886.8,4578.72,3556.76,3,3,100,100,3,6,40,104,1324,277,0,9037,1823,6115,2,19041,-1
2116,14123.0,9841.25,4732.27,3460.2,3,3,100,100,7,6,40,89,938,507,0,9363,1524,2952,33,18091,-1
2117,14080.0,10126.6,4630.7,3472.37,2,3,100,100,5,5,40,92,1296,178,0,8843,1992,6117,0,19247,-1
2118,14080.0,10126.6,4568.99,3471.88,3,3,100,100,4,6,40,82,1780,193,0,7342,2669,5782,3,22990,-1
2119,14057.45,9818.05,4475.66,3582.15,3,3,100,100,3,6,40,105,1564,209,0,8838,2359,7267,4,19066,-1
2120,13837.425,9923.75,4464.62,3652.91,3,3,100,100,3,5,40,105,1723,211,0,7427,1726,7256,0,15304,-1
2121,13932.975,9937.525,4546.27,3674.55,3,3,100,100,4,8,40,110,1676,397,0,10270,2460,5902,7,16795,-1
2122,13932.975,9937.525,4555.23,3712.32,3,2,100,100,4,7,40,99,1657,420,0,7470,1571,5900,4,11517,-1
2123,13932.975,9937.525,4583.92,3727.81,3,3,100,100,3,8,40,104,1577,486,0,7892,1721,5766,14,13419,-1
2124,13932.975,9937.525,4622.84,3900.02,3,3,100,100,4,16,40,113,1322,351,0,8207,1644,4497,2,16390,-1
2125,16372.175,9937.525,4737.12,3883.23,3,3,100,100,1,17,40,108,1373,284,0,9614,1966,5778,1,15910,-1
2126,16372.175,9818.05,4722.76,3958.26,3,2,100,100,2,14,40,108,1593,260,0,8648,2276,7392,0,20317,-1
2127,16372.175,10224.525,4683.4,4020.73,3,3,100,100,2,17,40,116,1803,267,0,9992,1583,7065,3,19478,-1
2128,16372.175,10224.525,4614.68,3945.1,2,2,100,100,1,15,40,108,1244,282,0,8779,1575,7107,3,19202,-1
2129,13932.975,10064.125,4595.52,3967.93,3,3,100,100,2,12,40,117,1397,262,0,7755,1784,8684,3,18736,-1
2130,13932.975,10064.125,4522.17,3957.04,2,2,100,100,2,12,40,114,1305,206,0,8681,2056,9050,7,19474,-1
2131,13932.975,10064.125,4569.1,4033.21,3,2,100,100,2,10,40,103,1568,179,0,5572,1108,9232,2,16335,-1
2132,13932.975,10064.125,4637.53,4092.47,3,3,100,100,2,12,40,108,1621,198,0,9399,1579,7330,3,22274,-1
2133,14752.5,10064.125,4683.18,4064.99,3,3,100,100,2,10,40,113,1335,207,0,8850,1666,6449,1,21106,-1
2134,16441.175,10000.475,4725.59,4039.38,3,2,100,100,1,8,40,106,1660,258,0,10351,1661,8315,2,21492,-1
2135,16441.175,10000.475,4707.72,4101.62,3,3,100,100,1,9,40,113,2234,207,0,7731,1214,8599,0,16503,-1
2136,16441.175,10000.475,4755.91,4004.64,3,2,100,100,1,6,40,111,1586,255,0,8525,1827,8060,1,17676,-1
2137,15021.95,10000.475,4733.74,4033.14,3,2,100,100,2,6,40,113,1691,303,0,9262,1952,8723,0,14493,-1
2138,13932.975,10021.0,4639.03,4130.23,3,3,100,100,2,9,40,107,1898,402,0,8689,1633,7421,7,15708,-1
2139,13932.975,10021.0,4723.95,4097.33,3,3,100,100,4,9,40,116,1683,275,0,7893,1214,6740,2,15130,-1
2140,13932.975,10040.425,4699.16,4047.36,3,3,100,100,3,8,40,117,2885,254,0,9129,1179,7998,3,15819,-1
2141,15976.925,10040.425,4666.5,4097.29,3,3,100,100,1,11,40,111,1300,341,0,8811,1308,7374,10,15132,-1
2142,15976.925,10040.425,4733.57,4129.97,3,2,100,100,1,9,40,104,2339,450,0,8410,1326,8048,2,18588,-1
2143,15976.925,10040.425,4755.91,4098.16,3,2,100,100,1,8,40,98,2066,173,0,8201,1484,7473,1,18177,-1
2144,15976.925,10153.425,4765.79,4027.26,3,3,100,100,1,8,40,103,2017,237,0,9276,1550,8144,5,19940,-1
2145,15976.925,10153.425,4735.46,4045.48,3,3,100,100,1,7,40,119,1782,257,0,8462,1343,7975,0,17092,-1
2146,15976.925,10040.425,4589.44,4010.2,2,2,100,100,1,4,40,89,1793,225,0,6508,1453,6105,1,17583,-1
2147,15976.925,10040.425,4504.67,3948.34,3,3,100,100,1,3,40,89,2229,196,0,7523,1602,6308,6,20117,-1
2148,15976.925,10040.425,4439.32,3953.02,3,3,100,100,1,5,40,91,3326,242,0,7438,1424,7416,1,18347,-1
2149,15976.925,10040.425,4399.76,3938.39,2,2,100,100,1,4,40,79,3369,216,0,6809,1500,5168,2,18372,-1
2150,15976.925,9948.475,4454.97,3861.69,3,3,100,100,2,2,40,106,3511,315,0,7707,1530,7497,3,18443,-1
2151,15976.925,9948.475,4392.77,3787.59,3,3,100,100,2,2,40,110,3290,307,0,7866,1962,7494,4,18978,-1
2152,15976.925,9356.275,4350.67,3851.25,2,2,100,100,2,1,40,106,3506,138,0,5750,1081,8307,3,16718,-1
2153,15976.925,9356.275,4300.89,3684.65,2,2,100,100,2,1,40,85,3038,289,0,6693,1536,6155,6,22126,-1
2154,15976.925,5382.825,4256.7,3560.16,2,2,100,100,2,20,40,81,3741,406,0,6444,1156,4628,0,20415,-1
2155,15976.925,5382.825,4169.59,3607.79,2,2,100,100,2,20,40,89,3936,152,0,5323,1651,4883,2,20197,-1
2156,15451.625,5382.825,4106.0,3531.85,2,2,100,100,1,20,40,87,3741,331,0,7300,1708,6856,2,24111,-1
2157,15451.625,5382.825,4032.55,3418.12,2,2,100,100,1,20,40,69,4601,576,0,6315,1528,5519,2,24983,-1
2158,15451.625,5382.825,4015.71,3384.14,2,2,100,100,1,20,40,73,4026,403,0,5325,1185,6300,4,21251,-1
2159,15451.625,5382.825,4156.99,3477.0,2,2,100,100,1,20,40,108,3765,246,0,5583,1099,7920,1,21773,-1
2160,10610.725,5382.825,4165.65,3307.75,2,2,100,100,1,20,40,89,3742,401,0,6033,1244,6111,3,21223,-1
2161,10610.725,9853.75,4221.03,3453.77,3,3,100,100,2,1,40,114,4148,195,0,6823,1133,7363,0,21743,-1
2162,9944.275,9853.75,4290.47,3466.46,2,2,100,100,1,1,40,106,4193,293,0,6270,1082,6892,2,18973,-1
2163,9944.275,9853.75,4240.32,3381.12,2,2,100,100,1,1,40,85,3723,332,0,4881,1492,5046,0,21358,-1
2164,8304.475,9853.75,4123.05,3389.84,2,2,100,100,1,1,40,69,3645,344,0,7084,1125,5244,0,18121,-1
2165,8304.475,9853.75,4109.32,3426.89,2,2,100,100,1,1,40,88,3771,246,0,5203,907,5561,1,19611,-1
2166,5296.1,5382.825,4127.86,3406.97,2,2,100,100,20,20,40,85,3649,196,0,5767,1428,5023,0,23605,-1
2167,5296.1,9755.35,4080.42,3448.29,3,3,100,100,20,1,40,93,2689,116,0,5472,978,6553,0,18069,-1
2168,8776.85,9776.85,4042.34,3512.48,3,3,100,100,1,2,40,90,3423,338,0,6110,1946,5860,0,22849,-1
2169,10252.525,9776.85,4143.61,3532.38,3,2,100,100,2,2,40,95,2971,204,0,7643,1450,5826,0,21634,-1
2170,13983.2,9776.85,4141.84,3576.49,3,2,100,100,2,1,40,93,2427,222,0,8170,1688,6318,0,21642,-1
2171,13983.2,9776.85,4170.83,3499.41,2,2,100,100,2,1,40,81,3094,176,0,5265,1443,4651,0,20570,-1
2172,13983.2,9776.85,4075.49,3457.58,2,2,100,100,1,1,40,74,3232,143,0,6735,1514,5329,1,26884,-1
2173,13983.2,5191.925,3914.33,3446.64,2,2,100,100,1,20,40,75,3291,78,0,4668,1368,5308,2,20702,-1
2174,13983.2,5191.925,3979.97,3494.22,3,3,100,100,1,20,40,93,3559,211,0,4922,820,6797,1,19361,-1
2175,11477.7,5191.925,3834.95,3440.73,2,2,100,100,1,20,40,65,3877,170,0,4449,1483,4474,0,18641,-1
2176,5324.0,5191.925,3805.49,3424.54,3,2,100,100,20,20,40,81,4399,402,0,5384,1220,4303,2,20062,-1
2177,5324.0,5125.325,3691.52,3324.42,2,2,100,100,20,20,40,61,3671,425,0,4791,1579,5591,3,20229,-1
2178,5324.0,5146.5,3685.11,3402.42,2,2,100,100,20,20,40,72,4107,255,0,5453,1225,5870,0,20932,-1
2179,5134.375,5171.325,3681.78,3446.61,2,2,100,100,20,20,40,75,3406,157,0,4730,1346,5767,1,20077,-1
2180,5134.375,5201.8,3578.89,3428.43,2,2,100,100,20,20,40,58,2403,6,0,4576,1083,4291,0,18682,-1
2181,13546.85,5201.8,3502.92,3475.49,3,2,100,100,1,20,40,82,4241,200,0,3572,1659,5077,2,15502,-1
2182,13546.85,5294.475,3574.05,3450.3,2,2,100,100,1,20,40,85,5058,134,0,5287,1694,5639,3,19765,-1
2183,13546.85,9116.025,3742.12,3529.71,3,3,100,100,1,1,40,98,4328,109,0,5265,1451,6681,0,18729,-1
2184,13546.85,9116.025,3825.69,3604.76,2,2,100,100,1,1,40,96,3489,133,0,4777,1934,9046,1,17016,-1
2185,11324.1,10201.175,3856.33,3709.69,3,3,100,100,2,2,40,110,3298,381,0,5133,1772,6674,1,20126,-1
2186,11324.1,10201.175,3650.57,3657.07,2,2,100,100,1,2,40,68,2670,125,0,4624,1598,3807,0,22372,-1
2187,12270.65,10687.8,3709.68,3662.45,3,3,100,100,2,3,40,93,1588,49,0,5080,1855,5560,1,22004,-1
2188,11324.1,10687.8,3817.95,3690.8,2,2,100,100,1,1,40,108,3020,178,0,5526,1318,7704,0,21356,-1
2189,13185.3,10687.8,4000.83,3839.83,3,3,100,100,1,2,40,100,2272,150,0,5011,1000,5417,3,17118,-1
2190,13185.3,10687.8,4105.5,3906.3,2,2,100,100,1,2,40,110,2781,268,0,5357,878,7429,0,18589,-1
2191,5274.65,9701.25,4175.91,3854.65,2,2,100,100,20,2,40,114,2863,166,0,5235,1078,5887,2,20989,-1
2192,13390.7,9701.25,4293.2,3966.84,3,2,100,100,1,2,40,116,3769,108,0,5611,1030,7679,0,18891,-1
2193,13390.7,9116.025,4343.96,3889.71,2,2,100,100,1,1,40,117,2459,84,0,6359,1516,6969,0,20434,-1
2194,13390.7,9699.425,4412.88,3829.08,3,3,100,100,1,3,40,115,2385,100,0,6131,995,6100,0,20150,-1
2195,11836.3,9116.025,4365.88,3766.94,3,2,100,100,2,1,40,104,1867,181,0,5581,1261,3869,2,22929,-1
2196,11836.3,9116.025,4409.61,3700.2,2,2,100,100,2,1,40,103,3366,190,0,5164,1099,5731,1,19853,-1
2197,11857.375,9922.9,4408.24,3842.67,3,3,100,100,3,1,40,121,3486,100,0,5645,1154,7754,0,17506,-1
2198,11836.3,9922.9,4360.99,3835.05,2,2,100,100,2,1,40,101,3222,116,0,5715,977,6495,3,18065,-1
2199,11806.45,5213.625,4419.45,3885.28,2,2,100,100,1,20,40,122,3122,129,0,5254,909,6243,2,16039,-1
2200,11806.45,9697.075,4481.54,3937.17,2,3,100,100,1,2,40,108,3668,143,0,4130,1052,7504,0,16322,-1
2201,10917.875,9292.675,4504.07,3889.53,3,2,100,100,1,1,40,103,2857,244,0,4848,771,4796,4,16428,-1
2202,10917.875,5213.625,4447.73,3983.3,2,2,100,100,1,20,40,98,6638,158,0,4044,867,7943,1,15845,-1
2203,10917.875,5222.425,4487.53,4018.17,2,2,100,100,1,20,40,109,5789,175,0,4636,523,7127,0,17065,-1
2204,11804.1,9726.225,4502.79,4038.14,3,3,100,100,2,2,40,115,4922,312,0,5430,641,6463,2,18323,-1
2205,11804.1,5191.525,4540.83,4063.24,2,2,100,100,2,20,40,115,6021,189,0,4862,494,8818,0,14747,-1
2206,10917.875,5411.0,4497.11,4091.22,2,2,100,100,1,20,40,109,6113,197,0,3608,534,6987,3,13502,-1
2207,10917.875,5411.0,4489.01,4168.05,2,2,100,100,1,20,40,113,5585,181,0,5148,564,6607,0,17826,-1
2208,13158.725,5411.0,4490.98,4206.08,3,2,100,100,2,20,40,119,7061,178,0,5794,963,6913,2,16997,-1
2209,13158.725,9989.525,4537.13,4218.38,3,3,100,100,1,3,40,116,7339,182,0,5608,596,6548,0,13679,-1
2210,14906.85,10131.2,4561.19,4283.82,3,3,100,100,1,4,40,123,6847,612,0,4057,456,5688,3,12218,-1
2211,14906.85,10131.2,4563.2,4349.44,2,2,100,100,1,4,40,125,6303,198,0,5249,726,7329,2,16694,-1
2212,13158.725,9989.525,4575.88,4288.28,3,3,100,100,1,4,40,117,7418,370,0,5240,732,7467,0,13564,-1
2213,13158.725,9989.525,4600.46,4250.14,2,2,100,100,1,3,40,115,6080,175,0,4644,847,7677,1,14480,-1
2214,11626.675,9940.5,4582.05,4290.96,2,3,100,100,2,5,40,123,7663,303,0,6048,860,8544,0,13531,-1
2215,11626.675,9940.5,4541.85,4204.66,2,2,100,100,1,4,40,110,6865,465,0,5262,984,6133,2,16225,-1
2216,11626.675,9940.5,4569.08,4195.56,3,3,100,100,2,5,40,122,7894,607,0,6165,767,7919,0,16614,-1
2217,12892.525,10160.6,4523.54,4306.56,3,3,100,100,1,7,40,128,7373,437,0,5027,820,7051,0,15310,-1
2218,12892.525,9940.5,4531.79,4029.33,2,2,100,100,1,3,40,106,6589,503,0,4296,909,7233,0,15254,-1
